CONTENT ID	CONTENT TYPE	LIPID ID	SPECIES	EXPERIMENT ID	METHODS
609	lipid	Phosphatidylcholine(PC)	Homo sapiens	1013	Mass spectrometry
610	lipid	Phosphatidylethanolamine (PE)	Homo sapiens	1013	Mass spectrometry
611	lipid	Phosphatidylglycerol (PG)	Homo sapiens	1013	Mass spectrometry
612	lipid	Phosphatidylinositol (PI)	Homo sapiens	1013	Mass spectrometry
613	lipid	Phosphatidylserine (PS)	Homo sapiens	1013	Mass spectrometry
614	lipid	Phosphatidic acid (PA)	Homo sapiens	1013	Mass spectrometry
615	lipid	Sphingomyelin (SM)	Homo sapiens	1013	Mass spectrometry
616	lipid	Phosphatidylcholine(PC)	Homo sapiens	1014	Mass spectrometry
617	lipid	Phosphatidylethanolamine (PE)	Homo sapiens	1014	Mass spectrometry
618	lipid	Phosphatidylglycerol (PG)	Homo sapiens	1014	Mass spectrometry
619	lipid	Phosphatidylinositol (PI)	Homo sapiens	1014	Mass spectrometry
620	lipid	Phosphatidylserine (PS)	Homo sapiens	1014	Mass spectrometry
621	lipid	Phosphatidic acid (PA)	Homo sapiens	1014	Mass spectrometry
622	lipid	Sphingomyelin (SM)	Homo sapiens	1014	Mass spectrometry
623	lipid	Phosphatidylcholine(PC)	Homo sapiens	1015	Mass spectrometry
624	lipid	Phosphatidylethanolamine (PE)	Homo sapiens	1015	Mass spectrometry
625	lipid	Phosphatidylglycerol (PG)	Homo sapiens	1015	Mass spectrometry
626	lipid	Phosphatidylinositol (PI)	Homo sapiens	1015	Mass spectrometry
627	lipid	Phosphatidylserine (PS)	Homo sapiens	1015	Mass spectrometry
628	lipid	Phosphatidic acid (PA)	Homo sapiens	1015	Mass spectrometry
629	lipid	Sphingomyelin (SM)	Homo sapiens	1015	Mass spectrometry
630	lipid	Glutamine	Homo sapiens	1196	Mass spectrometry
631	lipid	Glutamic acid	Homo sapiens	1196	Mass spectrometry
632	lipid	Glycine	Homo sapiens	1196	Mass spectrometry
633	lipid	Leucine and Isoleucine	Homo sapiens	1196	Mass spectrometry
634	lipid	Branched chain aminoacids	Homo sapiens	1196	Mass spectrometry
635	lipid	Glutamine	Homo sapiens	1197	Mass spectrometry
636	lipid	Glutamic acid	Homo sapiens	1197	Mass spectrometry
637	lipid	Glycine	Homo sapiens	1197	Mass spectrometry
638	lipid	Leucine and Isoleucine	Homo sapiens	1197	Mass spectrometry
639	lipid	Branched chain aminoacids	Homo sapiens	1197	Mass spectrometry
